NAME,YEAR,industry_name,industry_values,
"Anne Arundel County, Maryland",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"Howard County, Maryland",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"Prince George's County, Maryland",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"Montgomery County, Maryland",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"District of Columbia, District of Columbia",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"Calvert County, Maryland",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"Marin County, California",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"San Francisco County, California",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"San Mateo County, California",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"Alameda County, California",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"Contra Costa County, California",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"Santa Clara County, California",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"Anne Arundel County, Maryland",2000,"Other services, except public administration",0,
"Howard County, Maryland",2000,"Other services, except public administration",0,
"Prince George's County, Maryland",2000,"Other services, except public administration",0,
"Montgomery County, Maryland",2000,"Other services, except public administration",0,
"District of Columbia, District of Columbia",2000,"Other services, except public administration",0,
"Calvert County, Maryland",2000,"Other services, except public administration",0,
"Marin County, California",2000,"Other services, except public administration",0,
"San Francisco County, California",2000,"Other services, except public administration",0,
"San Mateo County, California",2000,"Other services, except public administration",0,
"Alameda County, California",2000,"Other services, except public administration",0,
"Contra Costa County, California",2000,"Other services, except public administration",0,
"Santa Clara County, California",2000,"Other services, except public administration",0,
"Anne Arundel County, Maryland",2000,Public administration,0,
"Howard County, Maryland",2000,Public administration,0,
"Prince George's County, Maryland",2000,Public administration,0,
"Montgomery County, Maryland",2000,Public administration,0,
"District of Columbia, District of Columbia",2000,Public administration,0,
"Calvert County, Maryland",2000,Public administration,0,
"Marin County, California",2000,Public administration,0,
"San Francisco County, California",2000,Public administration,0,
"San Mateo County, California",2000,Public administration,0,
"Alameda County, California",2000,Public administration,0,
"Contra Costa County, California",2000,Public administration,0,
"Santa Clara County, California",2000,Public administration,0,
